DOS	dos	74564.0	dos;do
ERIA	ería	74100.8	ería;erío;era
SOBRES	sobres	73374.3	sobre;sobrar
CADA	cada	72549.0	cada
ESTOS	estos	72439.2	esto
VECES	veces	71784.1	vez;vezar
BIEN	bien	69493.0	bien
SIN	sin	68915.0	sin
DOSES	doses	67108.3	doses;dos
HACER	hacer	66405.0	hacer
ALGO	algo	66256.0	algo
CADAS	cadas	65294.2	cada
HACE	hace	64264.1	hacer
PORQUE	porque	63285.0	porque
BIENES	bienes	62725.600000000006	bien
SOLO	sólo	62640.0	sólo
TIEMPO	tiempo	62356.0	tiempo
HACIENDO	haciendo	61318.4	hacer;hacendar
HACERLO	hacerlo	60928.4	hacer
HACEN	hacen	60689.0	hacer
HACES	haces	60385.3	hacer;haz
HAGA	haga	60362.7	hacer
HAGO	hago	60340.9	hacer
HACEMOS	hacemos	60278.6	hacer
HARE	haré	60258.5	hacer
HICIERON	hicieron	60255.4	hacer
HARA	hará	60240.2	hacer
HARIA	haría	60135.0	hacer
HAGAS	hagas	60111.9	hacer
HICISTE	hiciste	60095.1	hacer
HICIMOS	hicimos	60027.2	hacer
HAGAN	hagan	60020.0	hacer
HAREMOS	haremos	59999.6	hacer
HACERSE	hacerse	59978.8	hacer
HACERLE	hacerle	59937.9	hacer
HACERME	hacerme	59926.5	hacer
HARAN	harán	59925.9	hacer
HACERTE	hacerte	59917.5	hacer
HICIERA	hiciera	59910.3	hacer
HARAS	harás	59893.3	hacer
HAGAMOS	hagamos	59891.2	hacer
HACIAN	hacían	59884.0	hacer
HACERLA	hacerla	59833.7	hacer
HAZLO	hazlo	59831.6	hazlo;hacer
HARIAS	harías	59830.5	hacer
HACERNOS	hacernos	59828.5	hacer
HARIAN	harían	59817.9	hacer
HACIENDOLO	haciéndolo	59817.3	hacer
HACERLES	hacerles	59812.5	hacer
HICIERAN	hicieran	59811.4	hacer
HACIAMOS	hacíamos	59805.1	hacer
HACERLOS	hacerlos	59799.6	hacer
HACEIS	hacéis	59796.3	hacer
HACED	haced	59795.6	haced;hacer
HICIERAS	hicieras	59795.1	hacer
HACIAS	hacías	59793.8	hacer
HACIENDOSE	haciéndose	59789.9	hacer
HACERLAS	hacerlas	59787.2	hacer
HAGAIS	hagáis	59786.6	hacer
HARIAMOS	haríamos	59786.0	hacer
HICIESE	hiciese	59783.6	hacer
HICIERAMOS	hiciéramos	59782.3	hacer
HAGALO	hágalo	59782.2	hágalo;hacer
HAZTE	hazte	59781.4	hazte;hacer
HACIENDOLE	haciéndole	59778.2	hacer
HAREIS	haréis	59775.3	hacer
HAZLE	hazle	59774.9	hazle;hacer
HACEROS	haceros	59774.7	hacer
HACIENDOME	haciéndome	59774.3	hacer
HACEDLO	hacedlo	59773.2	hacedlo;hacer
HAGASE	hágase	59773.2	hágase;hacer
HICISTEIS	hicisteis	59772.7	hacer
HAGAME	hágame	59772.0	hágame;hacer
HAGANLO	háganlo	59771.7	háganlo;hacer
HACIENDOTE	haciéndote	59771.3	hacer
HACIENDOLA	haciéndola	59771.2	hacer
HACIENDONOS	haciéndonos	59771.0	hacer
HACIENDOLES	haciéndoles	59770.9	hacer
HACIENDOLOS	haciéndolos	59770.4	hacer
HICIESEN	hiciesen	59769.0	hacer
HAZLES	hazles	59768.2	hazles;hacer
HAGANME	háganme	59768.2	háganme;hacer
HACERSELO	hacérselo	59767.9	hacer
HAGANSE	háganse	59767.7	háganse;hacer
HAZLA	hazla	59767.3	hazla;hacer
HACIENDOLAS	haciéndolas	59767.1	hacer
HARIAIS	haríais	59766.8	hacer
HICIESES	hicieses	59766.7	hacer
HICIERE	hiciere	59766.6	hacer
HACEOS	haceos	59766.6	hacer
HAGALA	hágala	59766.1	hágala;hacer
HACERMELO	hacérmelo	59766.0	hacer
HACERSELA	hacérsela	59765.8	hacer
HAGANLE	háganle	59765.7	háganle;hacer
HACIAIS	hacíais	59765.7	hacer
HAGALE	hágale	59765.7	hágale;hacer
HAZLOS	hazlos	59765.6	hazlos;hacer
HICIESEMOS	hiciésemos	59765.5	hacer
HACERTELO	hacértelo	59765.5	hacer
HAGAMONOS	hagámonos	59765.5	hacer
HAGALES	hágales	59765.4	hágales;hacer
HICIERAIS	hicierais	59765.3	hacer
HICIEREN	hicieren	59765.1	hacer
HACERTELA	hacértela	59765.1	hacer
HACERSELAS	hacérselas	59765.0	hacer
HACERMELOS	hacérmelos	59765.0	hacer
HICIEREIS	hiciereis	59764.9	hacer
HAGANLAS	háganlas	59764.9	háganlas;hacer
HACEDLA	hacedla	59764.9	hacedla;hacer
HAGANOS	háganos	59764.9	háganos;hacer
HACEDLE	hacedle	59764.8	hacer
HACERSELOS	hacérselos	59764.8	hacer
HICIESEIS	hicieseis	59764.8	hacer
HAGANLES	háganles	59764.8	háganles;hacer
HACIENDOSELO	haciéndoselo	59764.8	hacer
HAGANNOS	hágannos	59764.8	hágannos;hacer
HICIERES	hicieres	59764.7	hacer
HAGALAS	hágalas	59764.7	hágalas;hacer
HACERMELA	hacérmela	59764.7	hacer
HACERNOSLO	hacérnoslo	59764.7	hacer
HACEDLES	hacedles	59764.7	hacer
HAGALOS	hágalos	59764.7	hágalos;hacer
HAGANLA	háganla	59764.7	háganla;hacer
HACERTELAS	hacértelas	59764.7	hacer
HAZLAS	hazlas	59764.6	hazlas;hacer
HACEROSLO	hacéroslo	59764.6	hacer
HACIENDOSELAS	haciéndoselas	59764.6	hacer
HACIENDOSELA	haciéndosela	59764.6	hacer
HACERNOSLA	hacérnosla	59764.6	hacer
HACIENDOMELO	haciéndomelo	59764.6	hacer
HAGANLOS	háganlos	59764.6	háganlos;hacer
UNO	uno	59440.0	uno;unir
MUNDO	mundo	59096.0	mundo
HASTA	hasta	58736.0	hasta
ENTRE	entre	58635.0	entre;entrar
HE	he	58595.0	he
ANTES	antes	58022.0	antes;ante
SOLA	sola	57076.9	solo
PORQUES	porqués	56957.2	porqué
TIEMPOS	tiempos	56570.9	tiempo
SOLOS	solos	56555.9	solo
SOLAS	solas	56488.9	solo
DESDE	desde	56224.0	desde
UNOS	unos	55558.6	unos;uno
UNAS	unas	54481.5	unas;uno;unir
MUNDOS	mundos	53304.6	mundos;mundo
MUNDILLO	mundillo	53188.5	mundo
HAN	han	52383.0	han
NADA	nada	51932.0	nada;nadar
HABIA	había	51182.0	había
ESE	ese	50565.0	ese
DIA	día	50414.0	día
DESPUES	después	50033.0	después
MEJOR	mejor	49780.0	mejor
ESA	esa	49622.8	esa;ese
DURANTE	durante	49095.0	durante
ESTAN	están	48969.0	están
GRAN	gran	48762.0	gran
ELLA	ella	48749.0	ella
PARTE	parte	48447.0	parte;partir
DIAS	días	47812.6	día
ESTOY	estoy	47444.0	estoy
ANOS	años	46927.3	año
ESAS	esas	46777.9	esa;ese
TAN	tan	46687.0	tan
AUNQUE	aunque	46352.0	aunque
MISMO	mismo	45917.0	mismo;mis
ESTABA	estaba	45903.0	estaba
MEJORES	mejores	45697.9	mejor;mejorar
ESES	eses	45510.9	ese
MUCHO	mucho	45253.0	mucho
MEJORA	mejora	45006.6	mejora;mejorar;mejor
MEJORAS	mejoras	44906.6	mejora;mejorar;mejor
PARTES	partes	44601.700000000004	parte;partir
ELLAS	ellas	44577.5	ella
GRANES	granes	43885.9	gran;granar
CASA	casa	43524.0	casa;casar
VER	ver	43516.0	ver
MUCHOS	muchos	43155.600000000006	mucho
MISMA	misma	42877.8	mismo
ANO	año	42616.0	año
MUCHAS	muchas	42595.4	mucho
NUNCA	nunca	42275.0	nunca
DONDE	donde	42012.0	donde
MISMOS	mismos	41887.100000000006	mismo;mis
BUENO	bueno	41838.0	bueno
MISMAS	mismas	41564.4	mismo
MUCHA	mucha	41544.00000000001	mucho
SIEMPRE	siempre	40856.0	siempre
LES	les	40787.0	les
HOMBRE	hombre	40429.0	hombre
VEO	veo	40120.3	ver
DIJO	dijo	39827.1	decir
VEMOS	vemos	39660.3	ver
CASAS	casas	39557.0	casa;casar
VIENDO	viendo	39514.9	ver
VERTE	verte	39481.700000000004	ver
VERLO	verlo	39456.3	ver
VEA	vea	39396.4	ver
VETE	vete	39394.1	vete;vetar;ver
VEIA	veía	39386.8	ver
BUENA	buena	39373.700000000004	buena;bueno
VIERON	vieron	39367.0	ver
VEREMOS	veremos	39361.8	ver
VERAS	verás	39351.1	ver
VISTE	viste	39348.6	ver;vestir
VERME	verme	39338.6	verme;ver
VIMOS	vimos	39335.200000000004	ver
VERLA	verla	39334.6	ver
VERA	verá	39332.8	ver
VEAMOS	veamos	39320.5	ver
VEAN	vean	39307.5	ver
VERE	veré	39307.200000000004	ver
VERAN	verán	39296.8	ver
VERSE	verse	39282.0	versar;ver
VERLE	verle	39265.9	ver
VELA	vela	39253.5	vela;velar;ver
VEAS	veas	39246.9	ver
VERNOS	vernos	39246.0	ver
VERLOS	verlos	39243.0	ver
VELAS	velas	39221.1	vela;velar;ver
VIERA	viera	39220.700000000004	ver
VERIA	vería	39219.8	ver
VEASE	véase	39215.1	ver
VEIAN	veían	39209.0	ver
VELO	velo	39202.5	velo;velar;ver
CASILLAS	casillas	39192.7	casa
VERLAS	verlas	39190.200000000004	ver
VEIAMOS	veíamos	39188.3	ver
VIERAN	vieran	39186.700000000004	ver
CASILLA	casilla	39184.7	casa
VEREIS	veréis	39183.3	ver
VEROS	veros	39182.200000000004	vero;ver
VIERAS	vieras	39179.3	ver
VERIAN	verían	39178.9	ver
VERIAMOS	veríamos	39176.700000000004	ver
VEIAS	veías	39175.700000000004	ver
VIENDOLO	viéndolo	39174.9	ver
VIESE	viese	39173.700000000004	ver
VERLES	verles	39173.1	ver
VED	ved	39172.9	ver
VERIAS	verías	39172.8	ver
VEAIS	veáis	39172.700000000004	ver
VIENDOSE	viéndose	39171.8	ver
CASERIA	casería	39171.7	casa
VIERAMOS	viéramos	39170.4	ver
VERSELAS	vérselas	39169.3	ver
VELOS	velos	39169.0	velos;velo;ver
VISTEIS	visteis	39168.4	ver
VIENDONOS	viéndonos	39168.4	ver
VIENDOTE	viéndote	39168.200000000004	ver
VIENDOLA	viéndola	39168.1	ver
VIENDOLE	viéndole	39168.1	ver
VIENDOME	viéndome	39167.5	ver
VELES	veles	39167.200000000004	velar;ver
VIERES	vieres	39167.1	ver
VIESES	vieses	39167.1	ver
VEALO	véalo	39167.0	ver
VIESEN	viesen	39166.700000000004	ver
VIENDOLOS	viéndolos	39166.4	ver
VELE	vele	39166.0	velar;ver
VEANLO	véanlo	39165.9	ver
VIESEMOS	viésemos	39165.8	ver
VIEREIS	viereis	39165.6	ver
VEAMONOS	veámonos	39165.6	ver
VEANSE	véanse	39165.3	ver
VERISMO	verismo	39165.3	verismo;ver
VIERE	viere	39165.1	ver
VIERAIS	vierais	39165.1	ver
VEAME	véame	39165.1	ver
VERMELAS	vérmelas	39165.1	ver
VEME	veme	39165.1	ver
VERNOSLAS	vérnoslas	39165.0	ver
VIEREN	vieren	39165.0	ver
VEANLAS	véanlas	39165.0	ver
VEANME	véanme	39164.9	ver
VIENDOTELAS	viéndotelas	39164.9	ver
VIENDOLAS	viéndolas	39164.8	ver
VEANLA	véanla	39164.8	ver
VERSELO	vérselo	39164.8	ver
VERIAIS	veríais	39164.700000000004	ver
VERES	veres	39164.700000000004	ver
VERTELAS	vértelas	39164.700000000004	ver
VEALAS	véalas	39164.700000000004	ver
VIENDOLES	viéndoles	39164.700000000004	ver
VERSELA	vérsela	39164.6	ver
VERTELO	vértelo	39164.6	ver
VERTELA	vértela	39164.6	ver
VEIAIS	veíais	39164.6	ver
VIENDOOS	viéndoos	39164.5	ver
VEDLE	vedle	39164.5	ver
VEALA	véala	39164.5	ver
VIEREMOS	viéremos	39164.5	ver
VERTELOS	vértelos	39164.5	ver
VEALOS	véalos	39164.5	ver
VEDLO	vedlo	39164.5	ver
VEDLA	vedla	39164.5	ver
VENOS	venos	39164.5	ver
VEOS	veos	39164.5	ver
VEDME	vedme	39164.5	ver
ESTADO	estado	38984.0	estado
GENTE	gente	38757.0	gente
HOMBRES	hombres	38594.299999999996	hombre
ANILLO	anillo	38584.6	anillar;ano
NI	ni	38509.0	ni
BUENOS	buenos	38505.4	bueno
ANILLOS	anillos	38433.0	ano
BUENAS	buenas	38286.9	buena;bueno
ESTADOS	estados	37752.0	estado
NUESTRO	nuestro	37267.0	nuestro
PUEDO	puedo	37183.0	puedo
NUESTRA	nuestra	37161.8	nuestro
ESTAMOS	estamos	36578.0	estamos
HOMBRECITO	hombrecito	36396.299999999996	hombre
HOMBRECITOS	hombrecitos	36391.4	hombre
NUESTROS	nuestros	36293.5	nuestro
TIENE	tiene	36122.1	tener
MENOS	menos	35894.0	menos
LUGAR	lugar	35870.0	lugar
VA	va	35540.0	va
CIUDAD	ciudad	35398.0	ciudad
TRABAJO	trabajo	35204.0	trabajo;trabajar
USTED	usted	35076.0	usted
GENTES	gentes	34933.700000000004	gente
NUESTRAS	nuestras	34924.700000000004	nuestro
NOSOTROS	nosotros	34794.0	nosotros
POCO	poco	34742.0	poco
ENTONCES	entonces	34542.0	entonces
HECHO	hecho	34252.0	hecho
NUEVO	nuevo	34248.0	nuevo
DIOS	dios	34116.0	dios
OTROS	otros	33624.299999999996	otro
OTRA	otra	33508.1	otro
OTRO	otro	33502.0	otro
VOY	voy	33409.0	voy
DICE	dice	32996.7	decir
TENGO	tengo	32922.8	tener
TRES	tres	32873.0	tres
USTEDES	ustedes	32843.8	usted
LUGARES	lugares	32832.3	lugar
SOY	soy	32628.0	soy
DECIR	decir	32368.0	decir
CIUDADES	ciudades	32361.8	ciudad
OTRAS	otras	32255.3	otro
TENEMOS	tenemos	32031.3	tener
TRABAJOS	trabajos	32000.2	trabajo
POCOS	pocos	31745.899999999998	poco
NUEVOS	nuevos	31723.0	nuevo
PRIMERA	primera	31681.0	primera;primer;primero
POCAS	pocas	31555.1	poco
POCA	poca	31437.6	poco
TENER	tener	31403.0	tener
HECHOS	hechos	31260.8	hecho
PUEDEN	pueden	31246.0	pueden
TIENEN	tienen	31144.0	tener
TENIA	tenía	31052.4	tener
HECHA	hecha	30998.6	hecha;hecho
SEA	sea	30994.0	sea
HECHAS	hechas	30925.0	hecha;hecho
TIENES	tienes	30858.6	tener
CONTRA	contra	30636.0	contra
DIJE	dije	30526.8	dije;decir
ESTAR	estar	30511.0	estar
FORMA	forma	30503.0	forma;formar
NUEVA	nueva	30272.0	nueva;nueve
DIGO	digo	30112.2	decir
DICEN	dicen	30030.3	decir
ALGUIEN	alguien	29943.0	alguien
DICIENDO	diciendo	29735.100000000002	decir
DECIA	decía	29677.0	decir
DIJISTE	dijiste	29637.4	decir
DIJERON	dijeron	29626.100000000002	decir
TRESILLOS	tresillos	29586.3	tres
DICES	dices	29579.0	decir
DIGA	diga	29558.7	decir
DECIRLE	decirle	29489.8	decir
DIGAS	digas	29435.100000000002	decir
TUVO	tuvo	29426.0	tener
MOMENTO	momento	29410.0	momento
DECIRTE	decirte	29403.8	decir
DECIRME	decirme	29351.2	decir
TENIDO	tenido	29295.0	tener
DECIRLO	decirlo	29283.7	decir
DECIRLES	decirles	29272.2	decir
DIGAMOS	digamos	29269.9	decir
DECIAN	decían	29247.5	decir
DECIMOS	decimos	29247.3	decir
DIGAN	digan	29225.0	decir
DIGAME	dígame	29220.8	decir
DIJERA	dijera	29220.0	decir
DIGALE	dígale	29215.2	decir
DIJIMOS	dijimos	29205.600000000002	decir
DECIRSELO	decírselo	29190.0	decir
DECIRNOS	decirnos	29189.2	decir
DECIRTELO	decírtelo	29182.5	decir
DECIRSE	decirse	29167.4	decir
DICIENDOLE	diciéndole	29165.4	decir
DECIRMELO	decírmelo	29159.3	decir
DECIAS	decías	29157.5	decir
DECIS	decís	29157.5	decir
DECIROS	deciros	29153.4	decir
DIJERAS	dijeras	29150.100000000002	decir
DICIENDOME	diciéndome	29148.9	decir
DIGANME	díganme	29147.100000000002	decir
DIGANOS	díganos	29144.5	decir
DIGALES	dígales	29144.3	decir
DECIAMOS	decíamos	29144.2	decir
DIGANLE	díganle	29143.2	decir
DIJERAN	dijeran	29142.5	decir
DIJESE	dijese	29142.5	decir
DICIENDOLES	diciéndoles	29140.2	decir
VERDAD	verdad	29140.0	verdad
DECID	decid	29139.600000000002	decir
DIGAIS	digáis	29137.9	decir
DICIENDOTE	diciéndote	29137.3	decir
DIGALO	dígalo	29136.100000000002	decir
DICIENDONOS	diciéndonos	29135.9	decir
DIJERAMOS	dijéramos	29135.4	decir
DIGAMELO	dígamelo	29135.100000000002	decir
DIJISTEIS	dijisteis	29135.100000000002	decir
DIGASELO	dígaselo	29135.0	decir
DIGANLES	díganles	29133.9	decir
DECIRLA	decirla	29133.8	decir
DECIRLAS	decirlas	29133.7	decir
DICIENDOLO	diciéndolo	29133.7	decir
DECIRNOSLO	decírnoslo	29133.600000000002	decir
DIJEREN	dijeren	29133.5	decir
DIJERE	dijere	29133.5	decir
DECIROSLO	decíroslo	29133.3	decir
DECIAIS	decíais	29132.9	decir
DECIRSELOS	decírselos	29132.8	decir
DICIENDOSE	diciéndose	29132.7	decir
DIJESEN	dijesen	29132.7	decir
DIJESEMOS	dijésemos	29132.5	decir
DIGANOSLO	díganoslo	29132.3	decir
DECIDMELO	decídmelo	29132.0	decir
DIGANNOS	dígannos	29132.0	decir
DIGANSELO	díganselo	29131.9	decir
DIJESES	dijeses	29131.7	decir
DICIENDOMELO	diciéndomelo	29131.7	decir
DIGANLO	díganlo	29131.600000000002	decir
DECIRLOS	decirlos	29131.600000000002	decir
DECIDSELO	decídselo	29131.600000000002	decir
DIGASE	dígase	29131.5	decir
DIJEREIS	dijereis	29131.5	decir
DIGANSE	díganse	29131.5	decir
DICIENDOLA	diciéndola	29131.5	decir
DECIRES	decires	29131.5	decir
DIGANMELO	díganmelo	29131.5	decir
DICIENDOOS	diciéndoos	29131.4	decir
DIGALA	dígala	29131.4	decir
DECIRMELA	decírmela	29131.4	decir
DICIENDOTELO	diciéndotelo	29131.4	decir
DIJERES	dijeres	29131.3	decir
DIGAMELA	dígamela	29131.3	decir
DIGALOS	dígalos	29131.3	decir
DIGALAS	dígalas	29131.3	decir
DIJERAIS	dijerais	29131.3	decir
DECIRTELA	decírtela	29131.3	decir
DIGANSELAS	díganselas	29131.3	decir
DIGASELA	dígasela	29131.3	decir
DICIENDOSELO	diciéndoselo	29131.3	decir
DECIRMELAS	decírmelas	29131.3	decir
DIGASELOS	dígaselos	29131.3	decir
DIGAMONOS	digámonos	29131.3	decir
DECIRSELAS	decírselas	29131.3	decir
DIGANMELAS	díganmelas	29131.3	decir
NOCHE	noche	29111.0	noche
TENIAN	tenían	28908.5	tener
TENGA	tenga	28886.3	tener
TUVE	tuve	28844.8	tener
TENDRA	tendrá	28789.600000000002	tener
HISTORIA	historia	28741.0	historia;historiar
TENDREMOS	tendremos	28607.4	tener
TENIAMOS	teníamos	28594.7	tener
TENDRIA	tendría	28568.5	tener
TUVIERON	tuvieron	28562.2	tener
TENIENDO	teniendo	28553.3	tener
TENGAN	tengan	28550.3	tener
TUVIMOS	tuvimos	28550.0	tener
TENDRAS	tendrás	28515.8	tener
TENDRE	tendré	28514.3	tener
TENDRAN	tendrán	28506.7	tener
HEMOS	hemos	28484.0	hemos
TUVIERA	tuviera	28481.7	tener
TENGAS	tengas	28470.8	tener
TENIAS	tenías	28452.100000000002	tener
TENGAMOS	tengamos	28403.4	tener
TENEIS	tenéis	28397.5	tener
PRIMER	primer	28364.0	primer
TUVISTE	tuviste	28346.0	tener
TENDRIAMOS	tendríamos	28335.5	tener
TENDRIAN	tendrían	28328.8	tener
TENERLO	tenerlo	28312.600000000002	tener
TUVIERAN	tuvieran	28312.3	tener
TENDRIAS	tendrías	28310.9	tener
TUVIERAS	tuvieras	28307.4	tener
TUVIESE	tuviese	28300.7	tener
TENERTE	tenerte	28299.100000000002	tener
TUVIERAMOS	tuviéramos	28297.7	tener
TENERLA	tenerla	28292.7	tener
TENDREIS	tendréis	28285.8	tener
TENGAIS	tengáis	28284.0	tener
TENERLOS	tenerlos	28280.0	tener
TENED	tened	28277.9	tener
TENERME	tenerme	28275.4	tener
TENERLE	tenerle	28274.8	tener
TENERSE	tenerse	28270.3	tener
TENIAIS	teníais	28269.8	tener
TENERLAS	tenerlas	28269.5	tener
TUVIESEN	tuviesen	28269.100000000002	tener
TUVIESEMOS	tuviésemos	28268.3	tener
TUVIESES	tuvieses	28267.100000000002	tener
TENERNOS	tenernos	28266.7	tener
TENLO	tenlo	28266.7	tener
TENIDOS	tenidos	28265.4	tener
TUVIERE	tuviere	28265.3	tener
TUVIERAIS	tuvierais	28265.3	tener
TENDRIAIS	tendríais	28265.2	tener
TENIENDOLA	teniéndola	28264.5	tener
TENERLES	tenerles	28264.5	tener
TUVISTEIS	tuvisteis	28264.4	tener
TENIENDOTE	teniéndote	28264.4	tener
TENGALO	téngalo	28263.9	tener
TENGASE	téngase	28263.5	tener
TUVIEREIS	tuviereis	28263.5	tener
TENGANLOS	ténganlos	28263.5	tener
TENME	tenme	28263.4	tener
TENIENDOLE	teniéndole	28263.3	tener
TENIENDOLO	teniéndolo	28263.3	tener
TUVIERES	tuvieres	28263.2	tener
TUVIESEIS	tuvieseis	28263.2	tener
TENGANSE	ténganse	28263.100000000002	tener
TENTE	tente	28263.100000000002	tener
TUVIEREN	tuvieren	28263.100000000002	tener
TENEROS	teneros	28263.100000000002	tener
TENGALA	téngala	28263.100000000002	tener
TENLOS	tenlos	28263.0	tener
TENIENDONOS	teniéndonos	28263.0	tener
TENIENDOSE	teniéndose	28263.0	tener
TENEOS	teneos	28262.9	tener
TENNOS	tennos	28262.9	tener
TENGANLO	ténganlo	28262.9	tener
TENEDLO	tenedlo	28262.8	tener
TENIENDOLAS	teniéndolas	28262.8	tener
TENLAS	tenlas	28262.8	tener
TENIENDOME	teniéndome	28262.8	tener
PADRE	padre	28175.0	padre
NUEVAS	nuevas	28162.5	nueva;nueve
ADEMAS	además	28130.0	además
AUN	aún	28091.0	aún
FORMAS	formas	28056.100000000002	forma;formar
FAMILIA	familia	27939.0	familia
NOMBRE	nombre	27638.0	nombre;nombrar
CONTRAS	contras	27579.600000000002	contra
VAMOS	vamos	27544.0	vamos
HOY	hoy	27475.0	hoy
SENOR	señor	27330.0	señor
MOMENTOS	momentos	26842.0	momento
TANTO	tanto	26711.0	tanto
QUIEN	quien	26593.0	quien
NOCHES	noches	26550.7	noche
VERDADES	verdades	26271.1	verdad
HISTORIAS	historias	26265.300000000003	historia;historiar
PADRES	padres	26240.5	padre
PRIMERAS	primeras	25903.4	primer;primero
NADIE	nadie	25867.0	nadie
FAMILIAS	familias	25777.100000000002	familia
MIENTRAS	mientras	25628.0	mientras
TI	ti	25572.0	ti
TIPO	tipo	25469.0	tipo
FUERON	fueron	25422.0	fueron
PADRAZO	padrazo	25357.8	padre
GUERRA	guerra	25278.0	guerra
SENORA	señora	25244.4	señor
NOMBRES	nombres	25214.5	nombre;nombrar
PODRIA	podría	24980.0	podría
IR	ir	24877.0	ir
SENORES	señores	24792.7	señor
HACIA	hacia	24744.0	hacia
BAJO	bajo	24714.0	bajo;bajar
MAYOR	mayor	24689.0	mayor
PODEMOS	podemos	24680.0	podemos;podar
SENORAS	señoras	24676.2	señor
QUIENES	quienes	24516.4	quien
PAIS	país	24422.0	país
DEBE	debe	24331.0	debe;deber
TANTA	tanta	24299.5	tanto
TANTOS	tantos	24281.5	tanto
TANTAS	tantas	24275.2	tanto
SERA	será	24252.0	será
MUJER	mujer	24182.0	mujer
MUJERES	mujeres	23629.5	mujer
PRESIDENTE	presidente	23541.0	presidente
FUERA	fuera	23516.0	fuera
TIPOS	tipos	23509.4	tipo
HABER	haber	23397.0	haber
ERES	eres	23370.0	eres;ere;erar
FINAL	final	23290.0	final
NADIES	nadies	23281.7	nadie
LUEGO	luego	23260.0	luego
DINERO	dinero	23130.0	dinero
CUENTA	cuenta	22960.0	cuenta;contar
GUERRAS	guerras	22901.4	guerra
MAYORES	mayores	22822.800000000003	mayor
BAJA	baja	22751.300000000003	baja;bajar;bajo
TAL	tal	22680.0	tal
AHI	ahí	22675.0	ahí
HIJO	hijo	22610.0	hijo
CUALQUIER	cualquier	22545.0	cualquier
BAJOS	bajos	22462.500000000004	bajo
HAS	has	22442.0	has
BAJAS	bajas	22423.9	baja;bajar;bajo
MANERA	manera	22384.0	manera;manero
MAYORMENTE	mayormente	22257.100000000002	mayormente;mayor
IMPORTANTE	importante	22251.0	importante
GOBIERNO	gobierno	21964.0	gobierno;gobernar
TIERRA	tierra	21890.0	tierra
EQUIPO	equipo	21652.0	equipo;equipar
HIJOS	hijos	21629.6	hijo
FINALES	finales	21569.5	final
HIJA	hija	21348.5	hijo
PRESIDENTA	presidenta	21298.4	presidenta;presidente
CASI	casi	21285.0	casi
PRESIDENTES	presidentes	21248.600000000002	presidente
PRESIDENTAS	presidentas	21187.300000000003	presidenta;presidente
MADRE	madre	21145.0	madre
HABLAR	hablar	21108.0	hablar
PODER	poder	21088.0	poder
HABERES	haberes	21058.3	haber
COSAS	cosas	20966.5	cosa;coser
CUENTAS	cuentas	20943.8	cuenta;contar
DINEROS	dineros	20822.3	dinero
DINERILLO	dinerillo	20819.0	dinero
TALES	tales	20812.8	tal;talar
PUEDES	puedes	20620.0	puedes
HIJAS	hijas	20508.2	hijo
TALA	tala	20420.9	tala;talar;tal;talo
TALAS	talas	20413.9	tala;talar;tal;talo
